report_year,agency_jurisdiction,population,violent_crimes,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
2006,"Buffalo, NY",280494,3957,1410.73,26.38,62.03,713.38,608.93
2006,"Charlotte, NC",699398,7532,1076.93,11.87,49.47,557.05,458.54
2006,"Chicago, IL",2857796,35363,1237.42,16.38,55.53,610.44,555.08
2006,"Cincinnati, OH",309104,3777,1221.92,29.12,95.76,339.69,757.35
2006,"Cleveland, OH",452759,7030,1552.7,17.01,100.49,486.13,949.07
2006,"Columbus, OH",731547,5952,813.62,11.62,81.74,220.77,499.49
2006,"Dallas, TX",1248223,15058,1206.35,14.98,53.28,584.19,553.91
2006,"Denver, CO",568465,4324,760.64,8.97,60.16,466.34,225.17
2006,"Detroit, MI",884462,21391,2418.53,47.6,66.93,1485.99,818.01
2006,"El Paso, TX",615553,2422,393.47,2.11,48.74,260.9,81.72
2006,"Fairfax County, VA",979381,764,78.01,1.43,5.51,28.39,42.68
2006,"Fort Worth, TX",641752,4219,657.42,7.79,39.11,389.4,221.11
2006,"Fresno, CA",465269,3524,757.41,11.18,28.59,442.11,275.54
2006,"Honolulu, HI",912693,2745,300.76,1.86,25.09,169.06,104.74
2006,"Houston, TX",2073729,24250,1169.39,18.18,41.18,561.69,548.34
2006,"Indianapolis, IN",800969,7689,959.96,17.48,68.54,468.31,405.63
2006,"Jacksonville, FL",795822,6663,837.25,13.82,27.39,506.52,289.51
2006,"Kansas City, MO",448218,6471,1443.72,24.99,71.62,891.08,456.03
2006,"Las Vegas, NV",1315625,12931,982.88,11.55,54.57,507.74,409.01
2006,"Long Beach, CA",478283,3420,715.06,8.57,28.02,377.39,301.08
2006,"Los Angeles County, CA",1067567,7290,682.86,12.65,20.79,461.33,188.09
2006,"Los Angeles, CA",3879455,30526,786.86,12.37,27.3,377.22,369.97
2006,"Louisville, KY",626018,3836,612.76,7.99,27.95,299.19,277.63
2006,"Memphis, TN",680828,13557,1991.25,21.89,63.75,1125.25,780.37
2006,"Mesa, AZ",459705,2084,453.33,5.66,44.16,293.01,110.51
2006,"Miami-Dade County, FL",1145259,9047,789.95,8.56,36.06,539.62,205.72
2006,"Miami, FL",392934,5931,1509.41,19.6,25.7,926.87,537.24
2006,"Milwaukee, WI",581005,7802,1342.85,17.73,37.87,666.6,620.65
2006,"Minneapolis, MN",375302,6374,1698.37,15.19,120.7,755.66,806.82
2006,"Montgomery County, MD",911532,2155,236.42,1.65,15.47,91.38,127.92
2006,"Nashville, TN",560813,8565,1527.25,14.27,57.06,1023.51,432.41
2006,"Nassau County, NY",1044248,1813,173.62,1.34,7.09,82.26,82.93
2006,"New Orleans, LA",431153,2255,523.02,37.57,20.18,288.76,176.5
2006,"New York City, NY",8165001,52086,637.92,7.3,13.12,329.55,287.95
2006,"Newark, NJ",280877,2839,1010.76,37.38,30.97,483.84,458.56
2006,"Oakland, CA",398834,7599,1905.3,36.36,76.72,906.14,886.08
2006,"Oklahoma City, OK",536016,4301,802.4,10.26,61.01,511.18,219.96
2006,"Omaha, NE",416770,2505,601.05,7.92,44.87,344.79,203.47
2006,"Orlando, FL",216819,4300,1983.22,22.6,75.18,1180.71,704.74
2006,"Philadelphia, PA",1464576,22884,1562.5,27.79,65.55,720.07,749.09
2006,"Phoenix, AZ",1517443,11195,737.75,15.49,36.25,398.5,287.52
2006,"Pittsburgh, PA",324604,3473,1069.92,17.25,31.42,490.75,530.49
2006,"Portland, OR",542174,3872,714.16,3.69,54.04,417.21,239.22
2006,"Prince George's County, MD",705672,6892,976.66,16.58,36.14,450.49,473.45
2006,"Raleigh, NC",348345,2223,638.16,5.45,27.85,380.37,224.49
2006,"Sacramento, CA",460552,5556,1206.38,12.38,42.56,676.36,475.08
2006,"Salt Lake City, UT",183901,1504,817.83,4.35,51.66,485.59,276.24
2006,"San Antonio, TX",1292116,7977,617.36,9.21,39.78,388.74,179.63
2006,"San Diego, CA",1266847,6391,504.48,5.37,27.47,300.83,170.82
2006,"San Francisco, CA",746085,6533,875.64,11.53,20.64,326.37,517.1
2006,"San Jose, CA",920548,3561,386.83,3.15,23.57,248.22,111.89
2006,"Seattle, WA",583772,4152,711.24,5.14,22.1,398.44,285.56
2006,"St. Louis, MO",346879,8605,2480.69,37.19,97.15,1439.12,907.23
2006,"Suffolk County, NY",1315904,2481,188.54,2.81,6.54,101.15,78.05
2006,"Tampa, FL",331487,3839,1158.11,7.54,40.12,745.13,365.32
2006,"Tucson, AZ",535232,4580,855.7,9.53,54.93,478.3,312.95
2006,"Tulsa, OK",385834,4816,1248.21,13.74,74.9,901.16,258.4
2006,"Virginia Beach, VA",442784,1255,283.43,4.29,26.2,100.27,152.67
2006,"Washington, DC",581530,8408,1445.84,29.06,31.3,765.74,619.74
2006,"Wichita, KS",357372,3325,930.4,7.28,68.56,709.07,145.51
2006,United States,,1435123,479.3,5.8,,,
2007,"Albuquerque, NM",513124,5080,990.01,9.16,59.83,640.59,280.44
2007,"Arlington, TX",372073,2588,695.56,3.49,41.93,450.72,199.42
2007,"Atlanta, GA",497290,8075,1623.8,25.94,29.76,848.8,719.3
2007,"Aurora, CO",307621,1685,547.75,4.55,62.09,291.27,189.84
2007,"Austin, TX",716817,3871,540.03,4.19,45.76,286.82,203.26
2007,"Baltimore County, MD",785567,5331,678.62,4.58,19.22,427.46,227.35
2007,"Baltimore, MD",624237,10182,1631.11,45.18,23.39,938.59,623.96
2007,"Boston, MA",591855,6837,1155.18,10.98,44.44,720.95,378.81
2007,"Buffalo, NY",273832,3490,1274.5,19.72,59.89,635.06,559.83
2007,"Charlotte, NC",733291,7233,986.38,10.36,38.46,502.39,435.16
2007,"Chicago, IL",2824434,34936,1236.92,15.68,58.21,616.9,546.13
2007,"Cincinnati, OH",332388,3595,1081.57,18.65,95.67,376.97,590.27
2007,"Cleveland, OH",439888,6460,1468.56,20.46,87.52,445.57,915.01
2007,"Columbus, OH",735981,6302,856.27,10.73,92.8,228.95,523.79
2007,"Dallas, TX",1239104,13248,1069.16,16.14,41.24,428.94,582.84
2007,"Denver, CO",573387,3528,615.29,8.2,51.27,374.62,181.2
2007,"Detroit, MI",860971,19690,2286.95,45.53,38.91,1439.77,762.74
2007,"El Paso, TX",616029,2574,417.84,2.76,41.88,296.58,76.62
2007,"Fairfax County, VA",976392,873,89.41,1.54,6.04,31.65,50.18
2007,"Fort Worth, TX",670693,4477,667.52,8.65,50.1,366.78,241.99
2007,"Fresno, CA",472170,3043,644.47,11.01,20.97,378.68,233.81
2007,"Honolulu, HI",905903,2613,288.44,2.1,24.95,157.3,104.1
2007,"Houston, TX",2169544,24564,1132.22,16.18,31.99,554.96,529.1
2007,"Indianapolis, IN",797268,9841,1234.34,14.3,63.34,649.22,507.48
2007,"Jacksonville, FL",797350,8146,1021.63,15.43,31.23,584.44,390.54
2007,"Kansas City, MO",447725,8380,1871.68,20.1,104.31,1220.62,526.66
2007,"Las Vegas, NV",1341156,13641,1017.11,8.87,53.91,562.8,391.53
2007,"Long Beach, CA",473959,3426,722.85,8.86,29.12,367.12,317.75
2007,"Los Angeles County, CA",992436,7784,784.33,12.8,21.97,529.4,220.17
2007,"Los Angeles, CA",3870487,27806,718.41,10.21,25.94,333.96,348.3
2007,"Louisville, KY",624030,4238,679.13,11.38,31.09,330.59,306.08
2007,"Memphis, TN",669264,13065,1952.14,19.57,67.24,1137.52,727.81
2007,"Mesa, AZ",454576,2224,489.25,4.84,38.5,309.52,136.39
2007,"Miami-Dade County, FL",1082395,8614,795.83,7.76,32.61,507.95,247.51
2007,"Miami, FL",410252,6119,1491.52,19.01,13.89,840.22,618.4
2007,"Milwaukee, WI",572938,8057,1406.26,18.33,41.19,729.75,617
2007,"Minneapolis, MN",371240,5580,1503.07,12.66,121.75,689.85,678.81
2007,"Montgomery County, MD",911528,2059,225.88,2.08,14.15,89.41,120.24
2007,"Nashville, TN",564169,8513,1508.95,12.94,51.4,998.64,445.97
2007,"Nassau County, NY",1030495,1639,159.05,1.36,6.89,78.21,72.59
2007,"New Orleans, LA",220614,3451,1564.27,94.74,52.13,894.32,523.09
2007,"New York City, NY",8220196,50453,613.77,6.03,10.64,332.05,265.04
2007,"Newark, NJ",280158,2415,862.01,37.12,21.42,409.41,394.06
2007,"Oakland, CA",396541,7605,1917.83,30.26,75.4,937.1,875.07
2007,"Oklahoma City, OK",542199,4612,850.61,10.7,60.13,522.13,257.65
2007,"Omaha, NE",431810,2578,597.02,9.73,43.77,354.09,189.44
2007,"Orlando, FL",224417,4269,1902.26,17.38,72.19,1129.15,683.55
2007,"Philadelphia, PA",1435533,21180,1475.41,27.31,66.6,666.93,714.58
2007,"Phoenix, AZ",1541698,11158,723.75,13.75,33.02,356.43,320.56
2007,"Pittsburgh, PA",312179,3455,1106.74,16.66,41.32,537.51,511.25
2007,"Portland, OR",538133,3701,687.75,4.09,52.03,392.1,239.53
2007,"Prince George's County, MD",647701,6134,947.04,18.99,34.89,415.78,477.38
2007,"Raleigh, NC",367120,2098,571.48,6.26,26.97,310.8,227.45
2007,"Sacramento, CA",460546,5128,1113.46,9.55,42.12,625.56,436.22
2007,"Salt Lake City, UT",178449,1504,842.82,9.53,64.44,486.41,282.43
2007,"San Antonio, TX",1316882,7327,556.39,9.26,48.22,313.24,185.67
2007,"San Diego, CA",1261196,6332,502.06,4.68,23.47,307.8,166.11
2007,"San Francisco, CA",733799,6414,874.08,13.63,17.03,329.52,513.9
2007,"San Jose, CA",934553,3759,402.22,3.53,23.22,261.19,114.28
2007,"Seattle, WA",585118,3667,626.71,4.1,15.38,347.11,260.12
2007,"St. Louis, MO",348197,7654,2198.18,39.63,73.23,1292.37,792.94
2007,"Suffolk County, NY",1308750,2205,168.48,2.14,6.8,92.76,66.78
2007,"Tampa, FL",337220,3575,1060.14,8.3,23.72,670.78,357.33
2007,"Tucson, AZ",523299,4103,784.06,9.36,52.93,448.12,273.65
2007,"Tulsa, OK",381469,4552,1193.28,14.42,78.38,832.31,268.17
2007,"Virginia Beach, VA",435943,1084,248.66,3.67,19.5,98.87,126.62
2007,"Washington, DC",588292,7924,1346.95,30.77,32.64,606.16,677.38
2007,"Wichita, KS",358294,3391,946.43,11.16,77.59,702.22,155.46
2007,United States,,1422970,471.8,5.7,,,
2008,"Albuquerque, NM",527464,4718,894.47,7.2,70.15,561.18,255.94
2008,"Arlington, TX",375836,2262,601.86,6.12,37.52,373.57,184.66
2008,"Atlanta, GA",533016,7403,1388.89,19.7,23.64,724.93,620.62
2008,"Aurora, CO",316323,1621,512.45,5.69,59.12,272.19,175.45
2008,"Austin, TX",753535,3935,522.21,3.05,36.23,306.02,176.9
2008,"Baltimore County, MD",787558,4901,622.3,3.81,18.79,380.67,219.03
2008,"Baltimore, MD",634549,10080,1588.53,36.88,21.59,895.6,634.47
2008,"Boston, MA",604465,6676,1104.45,10.26,39.21,658.27,396.71
2008,"Buffalo, NY",270289,3716,1374.82,13.69,64.38,727.37,569.39
2008,"Charlotte, NC",758769,7070,931.77,10.94,35.85,491.72,393.27
2008,"Chicago, IL",2829304,35789,1264.94,18.03,56.34,601.99,588.59
2008,"Cincinnati, OH",332608,4214,1266.96,22.55,82.98,434.14,727.28
2008,"Cleveland, OH",433452,6154,1419.77,12.69,98.74,430.5,877.84
2008,"Columbus, OH",751887,5854,778.57,13.3,85.65,200.7,478.93
2008,"Dallas, TX",1276214,11420,894.83,13.32,39.1,335.76,506.65
2008,"Denver, CO",592881,3359,566.56,6.75,47.56,351,161.25
2008,"Detroit, MI",905783,17982,1985.24,35.66,36.87,1214.42,698.29
2008,"El Paso, TX",612374,2825,461.32,2.78,29.56,354.52,74.46
2008,"Fairfax County, VA",974142,732,75.14,1.85,6.36,31.72,35.21
2008,"Fort Worth, TX",701345,4627,659.73,6.99,53.18,356.32,243.25
2008,"Fresno, CA",475723,2782,584.79,8.41,16.82,352.73,206.84
2008,"Honolulu, HI",906349,2575,284.11,1.99,22.4,157.33,102.39
2008,"Houston, TX",2238895,24779,1106.75,13.13,33.5,586.54,473.58
2008,"Indianapolis, IN",808329,9735,1204.34,14.1,58.76,633.78,497.69
2008,"Jacksonville, FL",806080,8032,996.43,14.27,32.5,585.18,364.48
2008,"Kansas City, MO",451454,6269,1388.62,25.47,54.93,845.27,462.95
2008,"Las Vegas, NV",1353175,13324,984.65,8.87,53.87,557.43,364.48
2008,"Long Beach, CA",467055,3158,676.15,8.56,25.69,323.52,318.38
2008,"Los Angeles County, CA",1006321,7362,731.58,13.42,23.05,499.64,195.46
2008,"Los Angeles, CA",3850920,26553,689.52,9.97,24.64,306.37,348.54
2008,"Louisville, KY",629679,4306,683.84,11.28,34.94,357.8,279.83
2008,"Memphis, TN",672046,12939,1925.31,20.53,54.46,1137.87,712.45
2008,"Mesa, AZ",456821,2289,501.07,3.5,35.24,318.72,143.6
2008,"Miami-Dade County, FL",1057396,8749,827.41,8.98,32.06,545.02,241.35
2008,"Miami, FL",427740,5709,1334.69,14.73,9.82,745.55,564.6
2008,"Milwaukee, WI",602131,7404,1229.63,11.79,34.05,645.04,538.75
2008,"Minneapolis, MN",376753,4779,1268.47,9.82,97.41,629.06,532.18
2008,"Montgomery County, MD",922771,2087,226.17,2.28,14.2,90.49,119.21
2008,"Nashville, TN",602181,8365,1389.12,12.62,48.32,933.44,394.73
2008,"Nassau County, NY",1069316,1602,149.82,1.31,5.42,73.13,69.95
2008,"New Orleans, LA",281440,2869,1019.4,63.6,23.1,547.19,385.52
2008,"New York City, NY",8345075,48430,580.34,6.27,10.66,297.55,265.86
2008,"Newark, NJ",279788,2660,950.72,23.95,18.23,412.81,495.73
2008,"Oakland, CA",401587,7905,1968.44,28.64,84.17,1028.17,827.47
2008,"Oklahoma City, OK",552452,5400,977.46,10.32,57.56,633.72,275.86
2008,"Omaha, NE",437238,2648,605.62,10.06,41.17,337.34,217.04
2008,"Orlando, FL",229808,3829,1666.17,18.71,57,1016.07,574.39
2008,"Philadelphia, PA",1441117,20771,1441.31,22.97,72.03,678.92,667.4
2008,"Phoenix, AZ",1585838,10465,659.9,10.53,30.33,314.79,304.26
2008,"Pittsburgh, PA",309757,3358,1084.08,23.24,43.91,519.44,497.49
2008,"Portland, OR",553023,3445,622.94,4.7,45.21,368.34,204.69
2008,"Prince George's County, MD",633458,5966,941.81,16.1,33.94,425.44,466.33
2008,"Raleigh, NC",388661,2245,577.62,8.75,24.44,280.71,263.73
2008,"Sacramento, CA",467065,4660,997.72,10.49,35.97,574.22,377.04
2008,"Salt Lake City, UT",180514,1424,788.86,6.65,42.1,470.88,269.23
2008,"San Antonio, TX",1351244,9699,717.78,8.58,31.38,474.82,203
2008,"San Diego, CA",1271655,6047,475.52,4.33,29.57,282.86,158.77
2008,"San Francisco, CA",798144,6744,844.96,12.28,20.8,297.19,514.69
2008,"San Jose, CA",945197,3643,385.42,3.28,23.28,239.95,118.92
2008,"Seattle, WA",598077,3447,576.35,4.85,21.07,280.9,269.53
2008,"St. Louis, MO",356204,7383,2072.69,46.88,66.53,1219.81,739.46
2008,"Suffolk County, NY",1360739,2166,159.18,2.87,6.69,84.22,65.41
2008,"Tampa, FL",336911,2975,883.02,8.01,24.64,536.94,313.44
2008,"Tucson, AZ",528917,4252,803.91,12.29,46.51,470.77,274.33
2008,"Tulsa, OK",382954,4922,1285.27,13.06,65.8,920.21,286.2
2008,"Virginia Beach, VA",434163,1040,239.54,3.22,16.81,97.66,121.84
2008,"Washington, DC",591833,8135,1374.54,31.43,31.43,609.8,701.89
2008,"Wichita, KS",362602,3097,854.1,8.27,77.77,635.13,132.93
2008,United States,,1394461,458.6,5.4,,,
2009,"Albuquerque, NM",530636,4082,769.27,10.55,61.44,489.41,207.86
2009,"Arlington, TX",379104,2330,614.61,3.17,40.09,394.09,177.26
2009,"Atlanta, GA",552901,6359,1150.12,14.47,24.42,618.37,492.85
2009,"Aurora, CO",324014,1520,469.12,5.86,66.05,226.53,170.67
2009,"Austin, TX",768970,4024,523.3,2.86,34.46,301.96,184.01
2009,"Baltimore County, MD",792855,4534,571.86,4.04,19.17,363.12,185.53
2009,"Baltimore, MD",638755,9664,1512.94,37.26,24.74,870.6,580.35
2009,"Boston, MA",624222,6192,991.95,8.01,43.09,576.08,364.77
2009,"Buffalo, NY",268655,3920,1459.12,22.33,52.48,775.34,608.96
2009,"Charlotte, NC",777708,5625,723.28,7.46,38.96,375.21,301.66
2009,"Chicago, IL",2848431,33501,1176.12,16.08,50.52,552.13,557.39
2009,"Cincinnati, OH",333568,3983,1194.06,16.49,72.25,424.2,681.12
2009,"Cleveland, OH",429238,5994,1396.43,19.34,88.53,460.35,828.21
2009,"Columbus, OH",759391,5375,707.8,10.8,78.88,170.53,447.6
2009,"Dallas, TX",1290266,10221,792.16,12.87,37.59,315.36,426.35
2009,"Denver, CO",604680,3473,574.35,5.79,56.39,358.21,153.97
2009,"Detroit, MI",908441,18094,1991.76,39.96,36.77,1253.8,661.24
2009,"El Paso, TX",618812,2830,457.33,1.94,29.41,352.93,73.04
2009,"Fairfax County, VA",986646,705,71.45,1.32,9.93,27.16,33.04
2009,"Fort Worth, TX",723456,4245,586.77,6.08,52.39,328.01,200.29
2009,"Fresno, CA",481370,2933,609.3,8.73,17.87,357.31,225.4
2009,"Honolulu, HI",907124,2537,279.68,1.54,26.79,155.55,95.8
2009,"Houston, TX",2273771,25593,1125.58,12.62,36.2,576.84,499.92
2009,"Indianapolis, IN",813471,9759,1199.67,12.17,56.55,647.96,482.99
2009,"Jacksonville, FL",810064,6772,835.98,12.22,26.91,505.64,291.21
2009,"Kansas City, MO",484684,6303,1300.43,20.63,56.94,816.41,406.45
2009,"Las Vegas, NV",1377282,13039,946.72,8.06,50.68,561.61,326.37
2009,"Long Beach, CA",463969,3161,681.3,8.62,28.23,346.79,297.65
2009,"Los Angeles County, CA",1015431,6540,644.06,10.04,20.58,426.81,186.62
2009,"Los Angeles, CA",3848776,24070,625.39,8.11,23.46,276.4,317.43
2009,"Louisville, KY",631260,3769,597.06,9.82,36.44,302.09,248.71
2009,"Memphis, TN",667421,12072,1808.75,19.78,57.98,1110.84,620.15
2009,"Mesa, AZ",470833,2000,424.78,2.97,26.12,265.91,129.77
2009,"Miami-Dade County, FL",1150883,7815,679.04,7.47,23.72,446.79,201.06
2009,"Miami, FL",419205,4983,1188.68,14.07,15.51,659.58,499.52
2009,"Milwaukee, WI",604673,6661,1101.59,11.91,33.57,530.7,525.41
2009,"Minneapolis, MN",382618,4242,1108.68,4.7,107.94,561.4,434.64
2009,"Montgomery County, MD",944041,2033,215.35,1.38,13.14,95.76,105.08
2009,"Nashville, TN",610176,6959,1140.49,12.95,42.45,762.08,323.02
2009,"Nassau County, NY",1056423,1640,155.24,1.7,7,75.16,71.37
2009,"New Orleans, LA",336425,2614,776.99,51.72,29.13,419.11,277.03
2009,"New York City, NY",8400907,46357,551.81,5.61,9.9,314.93,221.37
2009,"Newark, NJ",279203,2597,930.15,28.65,24.36,404.72,472.42
2009,"Oakland, CA",404553,6793,1679.14,25.71,80.58,856.5,716.35
2009,"Oklahoma City, OK",556939,5181,930.26,11.67,52.79,641.54,224.26
2009,"Omaha, NE",443037,2363,533.36,6.77,43.34,281.92,201.34
2009,"Orlando, FL",235109,2814,1196.89,11.91,49.76,808.99,326.23
2009,"Philadelphia, PA",1547605,19163,1238.24,19.51,57.9,576.89,583.93
2009,"Phoenix, AZ",1597397,8730,546.51,7.64,32.68,271,235.2
2009,"Pittsburgh, PA",312232,3087,988.69,12.49,37.15,501.23,437.82
2009,"Portland, OR",560908,3105,553.57,3.39,44.93,320.37,184.88
2009,"Prince George's County, MD",636662,5338,838.44,13.51,30.94,380.26,413.72
2009,"Raleigh, NC",406005,2001,492.85,3.45,24.38,260.1,204.92
2009,"Sacramento, CA",470308,4165,885.59,6.38,38.06,499.67,341.48
2009,"Salt Lake City, UT",180724,1284,710.48,1.66,56.99,424.4,227.42
2009,"San Antonio, TX",1373936,7844,570.91,7.21,45.71,322.72,195.28
2009,"San Diego, CA",1314773,5931,451.1,3.12,24.19,278.91,144.89
2009,"San Francisco, CA",809755,5957,735.65,5.56,22.11,285.27,422.72
2009,"San Jose, CA",954009,3439,360.48,2.93,27.04,223.06,107.44
2009,"Seattle, WA",602531,3861,640.8,3.65,16.93,322.8,297.41
2009,"St. Louis, MO",355208,7353,2070.05,40.26,70.38,1193.39,766.03
2009,"Suffolk County, NY",1351235,2267,167.77,2.37,4.59,89.77,71.05
2009,"Tampa, FL",345233,2597,752.25,5.79,23.17,459.98,263.3
2009,"Tucson, AZ",547981,3560,649.66,6.39,37.23,378.66,227.38
2009,"Tulsa, OK",384851,4295,1116.02,17.67,66,742.11,290.24
2009,"Virginia Beach, VA",436175,896,205.42,4.36,15.13,83.22,102.71
2009,"Washington, DC",599657,7587,1265.22,24.01,25.01,549.48,666.71
2009,"Wichita, KS",367635,3255,885.39,6.8,71.27,663.97,143.35
2009,United States,,1325896,431.9,5,,,
2010,"Albuquerque, NM",545852,4291,786.11,7.69,61.92,544.29,172.21
2010,"Arlington, TX",365438,1925,526.77,4.38,32.56,344.24,145.58
2010,"Atlanta, GA",420003,5749,1368.8,22.14,21.19,810.71,514.76
2010,"Aurora, CO",325078,1449,445.74,7.38,55.68,226.71,155.96
2010,"Austin, TX",790390,3790,479.51,4.81,33.53,285.43,155.75
2010,"Baltimore County, MD",805029,4305,534.76,2.48,15.65,350.79,165.83
2010,"Baltimore, MD",620961,9316,1500.26,35.91,42.68,884.44,537.23
2010,"Boston, MA",617594,5819,942.2,11.82,41.45,577.08,311.86
2010,"Buffalo, NY",261310,3599,1377.29,21.05,60.08,735.14,561.02
2010,"Charlotte, NC",779541,4891,627.42,7.83,30.66,358.67,230.26
2010,"Chicago, IL",2695598,29774,1104.54,16.03,50.9,510.35,527.27
2010,"Cincinnati, OH",296943,3615,1217.41,22.9,79.48,402.1,712.93
2010,"Cleveland, OH",396815,5529,1393.34,20.41,86.69,484.61,801.63
2010,"Columbus, OH",787033,5472,695.27,12.07,72.93,182.2,428.06
2010,"Dallas, TX",1197816,9161,764.81,12.36,42.16,335.69,374.6
2010,"Denver, CO",600158,3387,564.35,4.67,61.82,340.74,157.13
2010,"Detroit, MI",713777,16973,2377.91,43.43,56.46,1502.01,776.01
2010,"El Paso, TX",649121,2861,440.75,0.77,27.58,338.61,73.79
2010,"Fairfax County, VA",1042747,971,93.12,2.21,12.18,42,36.73
2010,"Fort Worth, TX",741206,4301,580.27,8.5,43.85,348.49,179.44
2010,"Fresno, CA",494665,3034,613.34,9.1,14.15,383.69,206.4
2010,"Honolulu, HI",953297,2548,267.28,1.99,22.87,148.96,93.47
2010,"Houston, TX",2099451,22491,1071.28,12.81,33.91,574.48,450.07
2010,"Indianapolis, IN",831388,9646,1160.23,11.07,55.45,688.73,404.99
2010,"Jacksonville, FL",823209,5469,664.35,9.72,38.39,410.59,205.66
2010,"Kansas City, MO",459787,5643,1227.31,22.18,52.42,789.28,363.43
2010,"Las Vegas, NV",1446280,12648,874.52,7.4,45.08,545.26,276.78
2010,"Long Beach, CA",462257,2720,588.42,6.92,28.99,292.48,260.03
2010,"Los Angeles County, CA",1057426,6497,614.42,8.13,19.67,419.23,167.39
2010,"Los Angeles, CA",3792621,21484,566.47,7.73,24.34,246.37,288.03
2010,"Louisville, KY",660582,3734,565.26,7.87,34.67,280.06,242.66
2010,"Memphis, TN",646889,10401,1607.85,13.76,66.94,1026.76,500.39
2010,"Mesa, AZ",439041,1790,407.71,3.42,28.24,259.66,116.39
2010,"Miami-Dade County, FL",1109589,6927,624.29,7.84,22.71,433.13,160.6
2010,"Miami, FL",399457,4879,1221.41,17.02,11.52,728.24,464.63
2010,"Milwaukee, WI",594833,6336,1065.17,15.97,32.95,521.49,494.76
2010,"Minneapolis, MN",382578,4064,1062.27,9.67,114.49,520.94,417.17
2010,"Montgomery County, MD",953109,1699,178.26,1.68,12.49,68.51,95.58
2010,"Nashville, TN",605009,6802,1124.28,9.09,54.88,762.47,297.85
2010,"Nassau County, NY",1049589,1496,142.53,1.43,6.67,70.41,64.03
2010,"New Orleans, LA",343829,2593,754.15,50.9,41.88,384.2,277.17
2010,"New York City, NY",8175133,48489,593.13,6.56,12.67,334.05,239.85
2010,"Newark, NJ",277140,2885,1040.99,32.47,28.51,401.24,578.77
2010,"Oakland, CA",390724,6267,1603.95,23.03,81.39,752.96,746.56
2010,"Oklahoma City, OK",579999,5304,914.48,9.31,58.62,654.83,191.72
2010,"Omaha, NE",408958,2274,556.05,8.31,50.13,320.82,176.79
2010,"Orlando, FL",238300,2574,1080.15,7.55,47.42,743.18,282
2010,"Philadelphia, PA",1526006,18535,1214.61,20.05,61.93,584.6,548.03
2010,"Phoenix, AZ",1445632,8001,553.46,8.02,36.11,284.51,224.82
2010,"Pittsburgh, PA",307630,2810,913.43,17.88,21.45,487.27,386.83
2010,"Portland, OR",583776,3051,522.63,3.77,39.4,307.31,172.16
2010,"Prince George's County, MD",658600,4941,750.23,12.3,25.66,336.93,375.34
2010,"Raleigh, NC",403892,1740,430.81,3.47,24.51,243.63,159.2
2010,"Sacramento, CA",466488,4112,881.48,7.07,35.37,519.41,319.62
2010,"Salt Lake City, UT",186440,1294,694.06,4.29,78.85,418.37,192.56
2010,"San Antonio, TX",1327407,8434,635.37,5.95,35.18,416.45,177.79
2010,"San Diego, CA",1307402,5616,429.55,2.22,22.95,279.26,125.13
2010,"San Francisco, CA",805235,5747,713.7,5.96,16.52,296.31,394.92
2010,"San Jose, CA",945942,3215,339.87,2.11,26.75,207.84,103.18
2010,"Seattle, WA",608660,3515,577.5,3.12,15.77,323.83,234.78
2010,"St. Louis, MO",319294,6205,1943.35,45.1,58.88,1173.84,665.53
2010,"Suffolk County, NY",1333471,2031,152.31,3.75,4.12,83.39,61.04
2010,"Tampa, FL",335709,2170,646.39,8.04,14,420.6,203.75
2010,"Tucson, AZ",520116,3331,640.43,9.81,30.38,391.07,209.18
2010,"Tulsa, OK",391906,4304,1098.22,13.78,64.3,667.76,352.38
2010,"Virginia Beach, VA",437994,831,189.73,3.2,12.1,76.49,97.95
2010,"Washington, DC",601723,7468,1241.1,21.94,30.58,538.12,650.47
2010,"Wichita, KS",382368,3038,794.52,4.18,65.64,598.9,125.8
2010,United States,,1251248,404.5,4.8,,,
2011,"Albuquerque, NM",551961,4210,762.74,6.88,47.83,527.21,180.81
2011,"Arlington, TX",373128,1874,502.24,5.9,36.45,315.17,144.72
2011,"Atlanta, GA",425533,6097,1432.79,20.68,34.78,826.73,550.6
2011,"Aurora, CO",330740,1460,441.43,3.63,56.54,227.97,153.29
2011,"Austin, TX",807022,3470,429.98,3.35,26.15,263.44,137.05
2011,"Baltimore County, MD",812661,4250,522.97,3.69,17.47,323.26,178.55
2011,"Baltimore, MD",626848,8886,1417.57,31.43,54.4,780.25,551.49
2011,"Boston, MA",621359,5252,845.24,10.14,43.61,485.07,306.43
2011,"Buffalo, NY",262484,3250,1238.17,13.72,46.1,622.51,555.84
2011,"Charlotte, NC",789478,4787,606.35,7.09,27.61,367.46,204.19
2011,"Chicago, IL",2703713,28273,1045.71,15.94,53.96,458.92,516.88
2011,"Cincinnati, OH",297160,3076,1035.13,20.53,63.94,353.34,597.32
2011,"Cleveland, OH",397106,5431,1367.64,18.63,89.65,464.36,795
2011,"Columbus, OH",787609,5228,663.78,11.05,75.42,164.55,412.77
2011,"Dallas, TX",1223021,8330,681.1,10.87,35,302.77,332.46
2011,"Denver, CO",610612,3718,608.9,6.06,64.85,350.8,187.19
2011,"Detroit, MI",713239,15254,2138.69,48.23,59.73,1333.07,697.66
2011,"El Paso, TX",662780,2858,431.21,2.41,32.74,326.05,70.01
